,text,label,Emotions,Emotions_Label,cluster
193, putin to everyone rn : ,vaccination,"[{'label': 'neutral', 'score': 0.9955578446388245}]",neutral,0
194,well i read that per cdc guidelines masks are optional so,masking and distancing,"[{'label': 'neutral', 'score': 0.9486059546470642}]",neutral,0
195,be part of the change research centers of america is looking for adult participants interested in being part of... ,vaccination,"[{'label': 'approval', 'score': 0.7596030831336975}]",approval,0
196,people are talking about the economy of india and giving their views on it with no analytical knowledge its lik... ,,"[{'label': 'neutral', 'score': 0.9423926472663879}]",neutral,0
197,it is about time the cdc established guidelines for areas in the pool to be designated for those with diarrhea,lockdown,"[{'label': 'approval', 'score': 0.35583484172821045}]",approval,1
198,view vyfs comments to on their discussion draft of the preliminary framework for equitable allocation of... ,vaccination,"[{'label': 'neutral', 'score': 0.9931294322013855}]",neutral,0
199,bjp is openly offering in exchange of vote in should clear... ,vaccination,"[{'label': 'neutral', 'score': 0.9311869740486145}]",neutral,0
200,guidance must establish a process for vetting a that is evidencebased independent amp transpa... ,vaccination,"[{'label': 'neutral', 'score': 0.9657953977584839}]",neutral,0
201,hot topiccontinued (august : hkt) ,vaccination,"[{'label': 'neutral', 'score': 0.7523813843727112}]",neutral,0
202,the decision by the us congress to grant total legal immunity to manufacturers has resulted in dec... ,vaccination,"[{'label': 'neutral', 'score': 0.5592777729034424}]",neutral,0
203,great news for  and but we will need to also focus on how we will deliver this ,vaccination,"[{'label': 'admiration', 'score': 0.8373869061470032}]",admiration,0
204,more than mumbaikars have volunteered to take part in the phase ii and iii trials of  the potenti... ,vaccination,"[{'label': 'approval', 'score': 0.9517103433609009}]",approval,0
205,we are carefully following all cdc guidelines in order to keep you and your loved ones safe while also caring for your teeth ,masking and distancing,"[{'label': 'caring', 'score': 0.9877372980117798}]",caring,0
206,california virtue signaling and not following the science i love it los angeles times: california to require masks in schools despite cdc guidelines ,masking and distancing,"[{'label': 'love', 'score': 0.9809023141860962}]",love,1
207,)it now appears that the is backtracking on its guidelines that vaccinated people do not have to wear masks vaccines may not protect those who are immunocompromised such a broad term could very well mean that everyone who was fully vaccinated needs to wear a mask,masking and distancing,"[{'label': 'neutral', 'score': 0.8922172784805298}]",neutral,1
208,indias vaccine may be available by end of : union health minister dr harsh vardhan on august as... ,vaccination,"[{'label': 'neutral', 'score': 0.9766588807106018}]",neutral,0
209, are you going to get vaccine for corona for this year ... ,vaccination,"[{'label': 'curiosity', 'score': 0.9943947792053223}]",curiosity,0
210,the first battery watch party of the season is almost here join us in westfield for our first gettogether in a looong time wednesday july : pm et westfield if you are not vaccinated please wear a mask per cdc guidelines ,masking and distancing,"[{'label': 'approval', 'score': 0.29044365882873535}]",approval,1
211,new cdc guidelines: fully vaccinated people do not need to worry about masking up or physically distancing in any setting fully vaccinated people do not have to quarantine or test after a known covid exposure ,masking and distancing,"[{'label': 'neutral', 'score': 0.528221845626831}]",neutral,1
212,i dont think now is a good time to get arrested for lewd conduct jail consists of a cell and the room that they shoehorn you in doesnt not accommodate for cdc guidelines,masking and distancing,"[{'label': 'disapproval', 'score': 0.9782243371009827}]",disapproval,1
213,what kills me is i do not think they even believe what they paid abt marketing and prr to deliver the cdc guidelines nonsense and these opioid pain medicines are bad policies are being picked up in several other countries a previous statement from cdc said meds were good,,"[{'label': 'neutral', 'score': 0.533248245716095}]",neutral,1
214,wearing a mask indoors does not protect vaccinated people from unvaccinated people who are not wearing masks if the cdc wants masks they need to change their guidelines so everyone is required to wear them indoors again,masking and distancing,"[{'label': 'neutral', 'score': 0.7063041925430298}]",neutral,1
215,we have to do a better job in education americans cdc should be mailing out to every address what you need to know and set up a hotline since states have not followed the guidelines old school but it works,masking and distancing,"[{'label': 'approval', 'score': 0.865354061126709}]",approval,1
216,california will keep masking testing in schools despite cdc guidelines that vaccinated teachers students do not need masks ,masking and distancing,"[{'label': 'neutral', 'score': 0.9886337518692017}]",neutral,0
217,you clearly dont watch the news tucker carlson is not the news there are no cdc guidelines preventing people from gathering with family and friends you dont have to live in denial of covid to make memories,masking and distancing,"[{'label': 'disapproval', 'score': 0.7117136716842651}]",disapproval,1
218,may reach the efficacy datapoint this month but wants to have two months of safety data post nd injection... ,vaccination,"[{'label': 'neutral', 'score': 0.9754109382629395}]",neutral,0
219,the cdc guidelines state a vaccinated person can be maskless but you are not allowed to ask their vaccination status catch,masking and distancing,"[{'label': 'neutral', 'score': 0.9859941005706787}]",neutral,1
220,my favorite is when they put the disclaimer at the bottom saying that the commercial was filmed prior to the planneddemic or that cdc guidelines were practiced during filming who cares,masking and distancing,"[{'label': 'love', 'score': 0.4214622676372528}]",love,1
221,they went their choice article does not indicate anything other than a number % or better survival rate for healthy adults or so cdc says if they did/did not follow guidelines they cannot blame anyone but themselves,masking and distancing,"[{'label': 'neutral', 'score': 0.9553461670875549}]",neutral,0
222,no guarantee the will listen to science or reason but still a relief so many are starting to come forward to say their guidelines are bad,,"[{'label': 'relief', 'score': 0.6418010592460632}]",relief,1
223,federal judge sides with florida in lawsuit with cdc over cruise ship guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9901567697525024}]",neutral,0
224,our open enemies as black people will never have our best interest in mind also not all skinfolk is kinfolk s... ,,"[{'label': 'neutral', 'score': 0.9664190411567688}]",neutral,0
225,"are you looking for a logo design for your brand
you are in the right place our designart team would love to wo... ",,"[{'label': 'curiosity', 'score': 0.9247899651527405}]",curiosity,0
226,bharat biotech is doing a great work ,vaccination,"[{'label': 'admiration', 'score': 0.978813648223877}]",admiration,0
227,do you think india should order covid vaccine made by russia as soon as possible ,vaccination,"[{'label': 'curiosity', 'score': 0.9666740298271179}]",curiosity,0
228,cdc issues school mask guidelines what it means for bay area schools ,masking and distancing,"[{'label': 'neutral', 'score': 0.9961044788360596}]",neutral,0
229, i for one will not take a rushed g... ,vaccination,"[{'label': 'approval', 'score': 0.9739453792572021}]",approval,0
230,$mrna stock rally fades as analysts weigh in on what us government supply deal means for covid vac... ,vaccination,"[{'label': 'neutral', 'score': 0.9712464213371277}]",neutral,0
231,breaking news : nepal announces first covid vaccination ,vaccination,"[{'label': 'surprise', 'score': 0.7003543972969055}]",surprise,0
232,this is pathetic a supposed laborleader defending the major vaccine manufactures are... ,vaccination,"[{'label': 'sadness', 'score': 0.9883946180343628}]",sadness,0
233,health officials worry nation not ready for covid vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.9833608865737915}]",neutral,0
234,i wait ,vaccination,"[{'label': 'neutral', 'score': 0.9044462442398071}]",neutral,0
235,cdcs job: to provide trends on expensive and dangerous health threats fdas job: to provide info about the nations food and drug supply so why is the cdc publishing guidelines about prescribing drugs when it is fdas expertise ,masking and distancing,"[{'label': 'curiosity', 'score': 0.5713525414466858}]",curiosity,1
236,vaccinated teachers and students dont need to wear masks inside school buildings the cdc said friday in relaxing its covid guidelines ,masking and distancing,"[{'label': 'approval', 'score': 0.5531538724899292}]",approval,1
237,oxford astrazeneca halt covid vaccine trial after stage testing volunteer falls sick ,vaccination,"[{'label': 'neutral', 'score': 0.9485942721366882}]",neutral,0
238,i have never seen someone squirm this much ,vaccination,"[{'label': 'surprise', 'score': 0.8701887130737305}]",surprise,0
239,wow it is about time there is some sort of psa warning the public about illegal fentanyl smuggled into the us pain patients have been screaming this since the cdc guidelines so far it is been crickets from instead cdc counted illegal fentanyl as a legal tx,masking and distancing,"[{'label': 'realization', 'score': 0.8001047372817993}]",realization,1
240,important the link is here ,vaccination,"[{'label': 'realization', 'score': 0.6274713277816772}]",realization,0
241,glad to see more spotlights starting to shine on the questionable policies and guidelines of the cdc heres another good article detailing the possible miscues or outright errors,masking and distancing,"[{'label': 'joy', 'score': 0.7867510318756104}]",joy,1
242,indias hunt for vaccine take a look at this report (( ,vaccination,"[{'label': 'neutral', 'score': 0.9973311424255371}]",neutral,0
243,guidelines for covid: please practice social distancing do not share food and drinks if you are experiencing the following symptom extreme difficult breathing please call right away you can do a million different things at home to stay sane: blob and think,masking and distancing,"[{'label': 'caring', 'score': 0.9454658627510071}]",caring,1
244,russia has developed a vaccine my prediction: who will soon come with a study that will prove the vaccine does no... ,vaccination,"[{'label': 'optimism', 'score': 0.8231233954429626}]",optimism,0
245,going in to (some) stores that post cdc guidelines no masks for vaxxed ppl this nonlethal virus got my attention though im sure i picked it up going thru those lowvaxxed states it wasnt covid this time and the vaccine which i am totally grateful for /,masking and distancing,"[{'label': 'gratitude', 'score': 0.8359370231628418}]",gratitude,1
246,you were right the stations statement: april moss objected to wwjtvs policies regarding covid testing and wearing masks inside our station which are based on cdc state and local guidelines also,masking and distancing,"[{'label': 'approval', 'score': 0.7242208123207092}]",approval,1
247,what are the challenges faced by you due to small or large any problem faced by you please... ,,"[{'label': 'curiosity', 'score': 0.9442324042320251}]",curiosity,0
248,a the cdc does not say vaccinated people must go around maskless it says they can lose their masks with a lot of caveats telling people not to wear masks is not contravening cdc guidelines any more than telling people to drive more slowly at night is against traffic code,masking and distancing,"[{'label': 'neutral', 'score': 0.9864943027496338}]",neutral,1
249,in june south africa began recruiting participants for the continents first trial researchers were... ,vaccination,"[{'label': 'neutral', 'score': 0.9655653834342957}]",neutral,0
250,and this: million doses exposed to room temperaturein south korea now imagine the c $bntx $pfe vaccine... ,vaccination,"[{'label': 'neutral', 'score': 0.9909618496894836}]",neutral,0
251,at the end of the day democrats want you to wear masks and get vaccinated they have always wanted you to follow the cdc guidelines republicans have fought this at every turn and are only now coming around because their precious stock market took a hit,masking and distancing,"[{'label': 'neutral', 'score': 0.7268004417419434}]",neutral,1
252,does the cdc or who have any guidelines on how to deal with dumbasses that may come in handy over the next few months ,,"[{'label': 'confusion', 'score': 0.608927845954895}]",confusion,1
253,you mean dems that are vaccinated following cdc guidelines for vaccinated people and not having any symptoms because they are protected considering your network pushes misinformation and straight out anti vax views on some shows this is rich,vaccination,"[{'label': 'neutral', 'score': 0.9902964234352112}]",neutral,1
254,this article is a bit confusing the headline doesnt say for unvaccinated only but in the article it says all vaccinated students and teachers can go without a mask indoors according to cdc guidelines updated today ,masking and distancing,"[{'label': 'confusion', 'score': 0.9766755700111389}]",confusion,1
255,as if by magic ,vaccination,"[{'label': 'neutral', 'score': 0.8920972347259521}]",neutral,0
256,cdc guidelines on cleanup honestly anything you cant boil should probably be discarded  better safe than sorry ,masking and distancing,"[{'label': 'caring', 'score': 0.8915171027183533}]",caring,0
257,possibility of reinfection does not render the vaccine useless(august : hkt) ,vaccination,"[{'label': 'neutral', 'score': 0.9837084412574768}]",neutral,0
258, said on monday it started a midstage study of its experimental in as the... ,vaccination,"[{'label': 'neutral', 'score': 0.9952682852745056}]",neutral,0
259,"coronavirus vaccine tracker
updated: sep phase : phase : phase : limited: approved: ... ",vaccination,"[{'label': 'neutral', 'score': 0.9976783394813538}]",neutral,0
260, thanks umcle pumtin ,vaccination,"[{'label': 'gratitude', 'score': 0.9967072606086731}]",gratitude,0
261,if you were to participate in a voluntary trial for a covid vaccine which one would you trust whole heartedly and try ,vaccination,"[{'label': 'approval', 'score': 0.5137678980827332}]",approval,0
262,are still alive what life you want to live ,vaccination,"[{'label': 'grief', 'score': 0.355656236410141}]",grief,0
263,may his recovery be quick amp easy thank you for sharing it is terrible msm amp cdc are not reporting the spin amp guidelines are causing vaccd to feel invincible please make sure it is reported also try to get him to move amp not lie on his back wishing your whole family healing,vaccination,"[{'label': 'caring', 'score': 0.6389152407646179}]",caring,1
264,are you serious like just read the fda and cdc paperwork dude it is an extremely rushed strippeddown set of guidelines the fact of the matter is that mrna vaccines have been attempted to pass fda guidelines for years unsuccessfully,vaccination,"[{'label': 'curiosity', 'score': 0.5188199281692505}]",curiosity,1
265,so how many on that plane that % effective working out being vaxxed working out they already gave it to a member of pelosis staff so it doesnt stop the spread either explain how this is a vaccine and how you defend a picture of anyone violating cdc guidelines please,vaccination,"[{'label': 'curiosity', 'score': 0.8347225189208984}]",curiosity,1
266,oh no what on earth will do now ,vaccination,"[{'label': 'curiosity', 'score': 0.7495825290679932}]",curiosity,0
267,there is quite a possibility that the american public will not accept a vaccine because of all the things that are go... ,vaccination,"[{'label': 'realization', 'score': 0.6126518249511719}]",realization,0
268,death toll in mexico crosses thousand reached fourth place after america india brazil ,vaccination,"[{'label': 'sadness', 'score': 0.7458885908126831}]",sadness,0
269, opened at levels as local amp asian equities are trading in red the trials of frontrunner in... ,vaccination,"[{'label': 'neutral', 'score': 0.8155733942985535}]",neutral,0
270,ky dept of education reviewing new cdc mask guidelines will issue guidance to school districts ,masking and distancing,"[{'label': 'neutral', 'score': 0.9929307699203491}]",neutral,0
271,it does not matter how many resources you have if you do not know how to use them it will never be enough... ,,"[{'label': 'neutral', 'score': 0.5029039978981018}]",neutral,0
272, lines likely to follow cdc rules no matter court decision (cruise lines will continue to exceed cdc guidelines and recommendations who is this mysterious expert) fr ,masking and distancing,"[{'label': 'curiosity', 'score': 0.8276088237762451}]",curiosity,1
273,not murky when they log the data... state data cdc guidelines and in the nation in deaths per capita top globally when comparing states to countries ,,"[{'label': 'neutral', 'score': 0.9940477609634399}]",neutral,1
274,noah brown: experimental research for covid treatment gets boost from shincheonji church members (zambia... ,vaccination,"[{'label': 'neutral', 'score': 0.9940474033355713}]",neutral,0
275,the biggest flaw in cdc guidelines are based on people being honest about whether or not they are vaccinated people being smart and wearing masks if they are not and at minimum requires people have a brain,masking and distancing,"[{'label': 'realization', 'score': 0.4546937644481659}]",realization,1
276,the civicrun king edward memorial (kem) hospital in began phase ii and iii trials of the oxford covishield... ,vaccination,"[{'label': 'neutral', 'score': 0.9893575310707092}]",neutral,0
277,interesting listen over my wfh coffee ,vaccination,"[{'label': 'curiosity', 'score': 0.5896124243736267}]",curiosity,0
278,the thing that also kills me is: when or if a comes to be the antivaxxers... ,vaccination,"[{'label': 'curiosity', 'score': 0.44369402527809143}]",curiosity,0
279,this is why vaxart has the answer with their covid pill vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.994601845741272}]",neutral,0
280,only mad when the cdc guidelines are not followed by state county or city agencies for political reasons and not the same science from ,masking and distancing,"[{'label': 'anger', 'score': 0.9818544387817383}]",anger,1
281,this russian is % going to turn into the plot of i am legend  ,vaccination,"[{'label': 'approval', 'score': 0.8397732973098755}]",approval,0
282,which part ofis so hard to understand many of us are boycotting flying until you lift the mask mandates you dont wait for cdc to set guidelines for your flight route why are you allowing them to dictate to you cdc has lost its credibility,masking and distancing,"[{'label': 'confusion', 'score': 0.9882760643959045}]",confusion,1
283,vaccinated teachers and students do not need to wear masks inside school buildings the cdc said friday read the new guidelines here ,masking and distancing,"[{'label': 'neutral', 'score': 0.8852554559707642}]",neutral,1
284,moderna vaccine will not be ready before election a big setback to president trump ,vaccination,"[{'label': 'neutral', 'score': 0.9788256287574768}]",neutral,0
285,is it really a shocker that i am disappointed in yet again the cdc guidelines still say unvaccinated people should wear masks and it is no longer required for any staff members per an email sent out today,masking and distancing,"[{'label': 'confusion', 'score': 0.3936571478843689}]",confusion,1
286, ignore science contradict their own collected data: % of youth under survive covid without vaccines or masks or turn in your credentials forcing kids to vax or mask is of the worst kind shame shame shame,masking and distancing,"[{'label': 'disgust', 'score': 0.6872860193252563}]",disgust,0
287,this major concern here in the midwest we have guidelines we have the cdc american academy of pediatrics statements this is not over for parents of young kids just because some facilities dont abide by evidencebased recommendations does not mean its okay,masking and distancing,"[{'label': 'neutral', 'score': 0.41223272681236267}]",neutral,1
288,we must start putting the pieces together the cdc is not revising/expanding their guidelines because of public outcry amp the mass suffering amp avoidable deaths that have predictably resulted they are doing it because it is part of the agenda,masking and distancing,"[{'label': 'neutral', 'score': 0.8442355394363403}]",neutral,1
289,the virus is here to stay for at least an year extending it by days would not have any positive eff... ,masking and distancing,"[{'label': 'neutral', 'score': 0.9177840948104858}]",neutral,0
290,a mystery illness suffered by a participant has put the largest covid vaccine trial on hold drug maker johnson... ,vaccination,"[{'label': 'neutral', 'score': 0.9939988851547241}]",neutral,0
291,"we laughed at ganesh gaitondes dialogue
sab marr jaayenge bas trivedi bachega but now it seems like trivedi m... ",vaccination,"[{'label': 'amusement', 'score': 0.9688929319381714}]",amusement,0
292,*cdc guidelines=unscientific *cdc have no business establishing guidelines rules or law regarding prescription of opiatepainmeds *the cdc opioid crisis dose limits painmeds *dea overreachreduced supply by % fentanil od death crisis ,masking and distancing,"[{'label': 'neutral', 'score': 0.97995525598526}]",neutral,1
293,never said that never said unvaxxed should be masked never said people should lose rights pointing out the contradiction to cdc guidelines theyve lectured about following for the last year + people should make choices right for them chillampstop putting words in my mouth,masking and distancing,"[{'label': 'neutral', 'score': 0.8967731595039368}]",neutral,1
294,acknowledge the s or maybe s of cpps who by now have committed because of the cdc guidelines amp dea crackdown on anyone taking or being prescribed opioids erin posted these messages days ago amp then took her own life because she couldnt deal /,,"[{'label': 'neutral', 'score': 0.9770601987838745}]",neutral,1
295,cdc updates mask guidelines for k schools strongly recommends vaccination for children ,masking and distancing,"[{'label': 'neutral', 'score': 0.9581642150878906}]",neutral,0
296,trudeau confirms that approved covid vaccine will be free for all canadians ,vaccination,"[{'label': 'neutral', 'score': 0.9942048192024231}]",neutral,0
297,we are carefully following all cdc guidelines in order to keep you and your loved ones safe while also caring for your teeth ,masking and distancing,"[{'label': 'caring', 'score': 0.9866122007369995}]",caring,0
298,with all the information dr fauci has given us with all we know abt putin its enough to be sure they have nothi... ,vaccination,"[{'label': 'neutral', 'score': 0.8208850622177124}]",neutral,0
299,the reason it has not lived up to expectations is because of the number of people here who took the warnings seriously and followed the cdc guidelines i am pretty sure the people of india do not think it is a joke,masking and distancing,"[{'label': 'approval', 'score': 0.7945972681045532}]",approval,1
0, ,vaccination,"[{'label': 'neutral', 'score': 0.9351024627685547}]",neutral,0
1,cdc updates school guidelines for students returning in the fall ,lockdown,"[{'label': 'neutral', 'score': 0.6607864499092102}]",neutral,0
2,who will get the first doses of a coronavirus vaccine experts have some ideas... ,vaccination,"[{'label': 'curiosity', 'score': 0.9947695136070251}]",curiosity,0
3,cdc puts in place new guidelines on masks in schools ,masking and distancing,"[{'label': 'neutral', 'score': 0.9415103793144226}]",neutral,0
4,people who are fully vaccinated can travel within the us according to updated cdc guidelines announced on friday ,vaccination,"[{'label': 'approval', 'score': 0.7363443970680237}]",approval,0
5,a charlotte flight bound for the bahamas was canceled after a group of students from boston refused to follow cdc guidelines ,lockdown,"[{'label': 'disappointment', 'score': 0.6369890570640564}]",disappointment,0
6,vaccines are not required but recommended they will follow cdc guidelines for quarantining and then those students will be able to return to the program ,lockdown,"[{'label': 'neutral', 'score': 0.8095899224281311}]",neutral,1
7,any idea why testing is lacking any idea that might save us from delta covid mask mandates should be state wide or are you just going to awe shucks grin amp spin amp do nothing to follow cdc guidelines override trumps monkeys legislation with public health emergency,masking and distancing,"[{'label': 'curiosity', 'score': 0.6339810490608215}]",curiosity,1
8,kamala harris is making her first trip to the border by visiting el paso meanwhile texas ag ken paxton is asking a judge to end the catch and release rule at the border citing cdc guidelines ,lockdown,"[{'label': 'neutral', 'score': 0.977672815322876}]",neutral,1
9,how close is the world to a coronavirus vaccine ,vaccination,"[{'label': 'curiosity', 'score': 0.9955406785011292}]",curiosity,0
10, ,masking and distancing,"[{'label': 'neutral', 'score': 0.652409553527832}]",neutral,0
11,now nyc was required to follow cdc guidelines and a lot of parents thought they were a waste of time and hybrid instruction is horrible so maybe that had something to do with it but that was not teachers however,lockdown,"[{'label': 'disapproval', 'score': 0.5960517525672913}]",disapproval,1
12,so you didnt trust the cdc thats not their guidelines,masking and distancing,"[{'label': 'curiosity', 'score': 0.5860916972160339}]",curiosity,0
13,so is it time to be happy or not yet ,vaccination,"[{'label': 'curiosity', 'score': 0.923959493637085}]",curiosity,0
14,"india officially millions unofficially millions
government officially stay home unofficially work or p... ",lockdown,"[{'label': 'neutral', 'score': 0.9981060028076172}]",neutral,0
15,coronavirus vaccine may come sooner than the month prediction dr angela clendenin... ,vaccination,"[{'label': 'neutral', 'score': 0.9110036492347717}]",neutral,0
16,for those who refuse to get their shots osdh is asking them to follow cdc guidelines and wear a mask when appropriate will have more coming up on ktul news at and ,masking and distancing,"[{'label': 'neutral', 'score': 0.9774698615074158}]",neutral,1
17,looks like will also meet fate of btw what happened to ,vaccination,"[{'label': 'curiosity', 'score': 0.9835323095321655}]",curiosity,0
18,masking disclosure via ,masking and distancing,"[{'label': 'caring', 'score': 0.8102284669876099}]",caring,0
19,i agree i was telling my coworker this morning that i do not have faith in the cdc right now how they are not following the who is mitigation guidelines is mind blowing and down right shameful we must vaccinate mask up and social distance this delta variant is no joke,masking and distancing,"[{'label': 'approval', 'score': 0.8857351541519165}]",approval,1
20,what if... and hang with me here... what if the kids arent vaccinated so theyre simply following cdc guidelines i know i know crazy,vaccination,"[{'label': 'curiosity', 'score': 0.9939180612564087}]",curiosity,0
21, the cdc is relaxing maskwearing covid guidelines for teachers and students vaccinated teachers and students no longer need to wear masks inside school buildings ,masking and distancing,"[{'label': 'neutral', 'score': 0.8832456469535828}]",neutral,1
22,citizens united has made the voices of citizens irrelevant insurers as first payers has made the voices of patients irrelevant the cdc guidelines of made the voices of physicians and patients irrelevant but silence is not an option ,masking and distancing,"[{'label': 'neutral', 'score': 0.5430108904838562}]",neutral,1
23,here is an excellent podcast about the process progress and challenges of developing covid vaccine ,vaccination,"[{'label': 'admiration', 'score': 0.8767850995063782}]",admiration,0
24,the cdc has clarified that opioid guidelines do not apply to endoflife care ,vaccination,"[{'label': 'neutral', 'score': 0.9033342003822327}]",neutral,0
25,sisolak isnt an idiot look around the number of people in masks isnt a lot no pressure there also the forced masking of vaccinated individuals made many people delay getting the shot and the cdc realized this when they revised the guidelines,masking and distancing,"[{'label': 'realization', 'score': 0.9963866472244263}]",realization,1
26,planning to reopen your building or increase building usage following reduced operation be sure to follow cdc guidelines to ensure the water quality is safe visit to learn more or contact us at dwmconnect ,masking and distancing,"[{'label': 'caring', 'score': 0.9214105010032654}]",caring,1
27,if the cruise lines want guidelines then they can talk to legislators on capitol hill and persuade them to pass legislation pertaining to cruise ships otherwise what business does the cdc have in telling anyone to do something,masking and distancing,"[{'label': 'neutral', 'score': 0.9399101734161377}]",neutral,1
28,covid research and vaccine ecosystem reviewed by pm modi ,vaccination,"[{'label': 'neutral', 'score': 0.9963854551315308}]",neutral,0
29,how you gon tell me my hep b vaccination doesnt count bc it was within months of the other one and doesnt follow cdc guidelines nigga i was a baby when i got it and now youre telling me i have to get another one,vaccination,"[{'label': 'annoyance', 'score': 0.4675285220146179}]",annoyance,1
30,from what i have read the problem is that it can also kill cancer cells do not think the governmen... ,vaccination,"[{'label': 'disapproval', 'score': 0.5407724976539612}]",disapproval,0
31,they were simply not following cdc guidelines which theyre required to do the mistake has now been rectified hopefully will follow will follow suit,masking and distancing,"[{'label': 'optimism', 'score': 0.9848425388336182}]",optimism,0
32,isnt it funny when something has a direct amp instant impact on the economy and the rich vaccines... ,vaccination,"[{'label': 'amusement', 'score': 0.9683987498283386}]",amusement,0
33,why are they not following cdc guidelines i feel bad for the children,masking and distancing,"[{'label': 'sadness', 'score': 0.9581194519996643}]",sadness,0
34,stop giving cluster fluck credit for the covid vaccines it was germany lied with held info spun scifi conspiracies down played the pandemic discouraged cdc guidelineshe lied people died he will jump on any wagon if the music sounds good till he has to dance,vaccination,"[{'label': 'neutral', 'score': 0.6683459281921387}]",neutral,1
35,my plea to take the vaccine me and my family has been fully vaccinated and i had no side effects me and my family has never lifted the cdc guidelines to this day vaccines are not a percent effective do not let your guards down just bc you are fully vaccinated be smart,vaccination,"[{'label': 'caring', 'score': 0.915607750415802}]",caring,1
36,do you really expect anyone to inject themselves with your snake oil version of a rushed to marke... ,vaccination,"[{'label': 'curiosity', 'score': 0.479988157749176}]",curiosity,0
37,guess only get the then but since trumps base are all about... ,vaccination,"[{'label': 'neutral', 'score': 0.9951670169830322}]",neutral,0
38,nurses union calls on cdc to reinstate universal mask guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9975524544715881}]",neutral,0
39,vaccines we want to know your attitudes towards vaccinations and about your personality in this brief online study... ,vaccination,"[{'label': 'curiosity', 'score': 0.8090887665748596}]",curiosity,0
40, taking orders for from rest of the country ,vaccination,"[{'label': 'neutral', 'score': 0.7455779910087585}]",neutral,0
41,is kamala toe being quarantined as per cdc guidelines ,lockdown,"[{'label': 'neutral', 'score': 0.9313644766807556}]",neutral,0
42,it our govenor said on national news its under control so much of aw shucks spin and grin who has never tired to help meditate the pandemic first to open first to oppose mask mandates returned to ftf classrooms all before cdc guidelines met,masking and distancing,"[{'label': 'neutral', 'score': 0.9824604392051697}]",neutral,1
43,it seems like this review article was tailor made for props cdc guidelines is this a valid review cherry picking for high addiction rates,masking and distancing,"[{'label': 'curiosity', 'score': 0.8330084085464478}]",curiosity,0
44,western msm chastise russia for taking timely covid measures which us amp eu failed to do  scholars ,masking and distancing,"[{'label': 'neutral', 'score': 0.8908453583717346}]",neutral,0
45,not to mention people refusing to adhere to previous cdc guidelines like were all just trying to live and do our jobs so we can make enough money to survive and some people really have to pull this shit on us i know ranting on tweeting this wont change anything but im tired,lockdown,"[{'label': 'anger', 'score': 0.8434215784072876}]",anger,1
46,this news is not good for the availability of johnson amp johnson pauses covid vaccine trial after ... ,vaccination,"[{'label': 'disapproval', 'score': 0.9734848141670227}]",disapproval,0
47, pauses for a over the trial was paused after an ... ,vaccination,"[{'label': 'neutral', 'score': 0.9950909614562988}]",neutral,0
48,how about the over reported dead from adverse reaction to the jab do those live not matter this is also only estimated to be % of death being reported due to cdc guidelines on reporting events with is a short time after shot yet we know more died past the cdc timeline ,vaccination,"[{'label': 'curiosity', 'score': 0.9926577210426331}]",curiosity,1
49,wande alimi from africa cdc: amr affects treatment of tb malaria hiv cholera amp other conditions: often guidelines for ams do not reflect african context: african cdc amp partners have developed treatment guidelines for common conditions seen ,masking and distancing,"[{'label': 'neutral', 'score': 0.9935990571975708}]",neutral,0
50,pm oli: new should be called not we will raise the issue in un ,vaccination,"[{'label': 'neutral', 'score': 0.9927413463592529}]",neutral,0
51,the cdc is leaving it up to local officials to set maskwearing guidelines as the highly contagious delta variant spreads in areas with low vaccination rates ,vaccination,"[{'label': 'neutral', 'score': 0.7269797325134277}]",neutral,1
52, schools will reopen for in person instruction even if schools cant meet cdc guidelines for public health and safety,lockdown,"[{'label': 'approval', 'score': 0.9340141415596008}]",approval,0
53, thank the volunteers ,vaccination,"[{'label': 'gratitude', 'score': 0.9950542449951172}]",gratitude,0
54,were not going to have enough vaccines for everyone at the same time there need to be clear and open di... ,vaccination,"[{'label': 'neutral', 'score': 0.8018033504486084}]",neutral,0
55,rca trials is seeking adult participants ages and older to take part in our vaccine clinical study... ,vaccination,"[{'label': 'neutral', 'score': 0.6764532923698425}]",neutral,0
56,check out healthsense nanocure fs medical inhaler vaporizer for face nose cold cough amp sinus... ,vaccination,"[{'label': 'neutral', 'score': 0.9982641339302063}]",neutral,0
57,covid vaccine from russia makes a new hope ,vaccination,"[{'label': 'neutral', 'score': 0.9838322401046753}]",neutral,0
58,perhaps a vaccine will need to be repeated every year or within two or three years it seems clear though that we... ,vaccination,"[{'label': 'realization', 'score': 0.9923256635665894}]",realization,0
59,did they break the cdc guidelines they were all vaccinated on a private chartered jet,vaccination,"[{'label': 'curiosity', 'score': 0.791031539440155}]",curiosity,0
60,the cdc says you should not get tested if you are fully vaccinated and dont have symptoms could have been the dead virus i wonder why your providers advised you to go against cdc testing guidelines,vaccination,"[{'label': 'curiosity', 'score': 0.9638983607292175}]",curiosity,1
61,well done russia ,vaccination,"[{'label': 'gratitude', 'score': 0.5569207072257996}]",gratitude,0
62,good to see gb high on this list but some worrying neighbours ,vaccination,"[{'label': 'nervousness', 'score': 0.9134765863418579}]",nervousness,0
